text,label,text_length
cantik selamat maju ke depannya indonesia amiin,positif,47.0
pak jokowi benar presiden hebat cerdasyg pasti presiden yg penuh sabarsehat selalu pak jokowi klgsaya bangga kagum sm bpk,positif,121.0
mantap pak pak jokowi,positif,21.0
mewah bangett,positif,13.0
vibs kek di eropa,positif,17.0
beautifull ,positif,11.0
duh keren banget dah,positif,20.0
indonesia semakin jaya,positif,22.0
masya allah keren we love indonesia,positif,35.0
terima kasih selalu buat bpk jokowi yg telah bekerja keras membangun negeri ini semoga bpk sehat selalu dan sukses selalu dan tetap semangat amiin,positif,146.0
amazing,positif,7.0
indah banget ,positif,13.0
mantap mantap,positif,13.0
akhirnyapembanggunan hadir ke kalimantan,positif,40.0
insya allah mogaterwujud dapat undangan agustus,positif,47.0
jir dah mau agustus aja,positif,23.0
indahnya,positif,8.0
bangga,positif,6.0
lapangan sepak bola terbesar di dunia,positif,37.0
cantik,positif,6.0
cantik bgt ibu kota negara kita ya kn,positif,37.0
bismillah pengen ada rumahku di sana ­,positif,38.0
bisa yook ikut upacara disini,positif,29.0
jooos,positif,5.0
semoga cepat selesai dan tanpa hambatan amiin,positif,45.0
mantab ini luar biasa kalo sudah jadi bangga banget jadi rkyat indonesia,positif,72.0
keren banget,positif,12.0
pejabat full senyum,positif,19.0
sangat boleh,positif,12.0
markas iron man versi indonesia,positif,31.0
mantul,positif,6.0
clever presiden,positif,15.0
itulah pakde walau tdk jd pmimpin lg tp mberi kenangan sejarah yg tak terlupakan,positif,80.0
macam taman tema genting higland pun ye semoga maju jaya proses pembinannya,positif,75.0
menarik,positif,7.0
semoga sntiasa maju indonesia,positif,29.0
mntap,positif,5.0
kota para petinggi,positif,18.0
menghijau ,positif,10.0
beruntung amat kali mantan,positif,26.0
indahnya ikn terimakasih bpk presiden ir joko widodo sehat selalu buta bapak dan keluarga,positif,89.0
jokowi is the best presiden now,positif,31.0
semoga indonesia terus maju aminn,positif,33.0
istana untuk anak ku,positif,20.0
indonesia maju amin salam dari malaysia,positif,39.0
manifesting to be rich bro ben iso tinggal neng kene co,positif,55.0
kamu bagian dari prosesnya,positif,26.0
keren bet,positif,9.0
klo ikn udh jdkita sbg rakyat pasti banggakrn akn bagus bangetdgn konsep kota hijauramah lingkunganidgn begitu akn byk investor yg dtgbangun pabrikperusahanotomastis byk menyerap tenaga krj,positif,189.0
the best,positif,8.0
ikn setelah menjadi kota terindah rakyat indonesia bilek: indonesia ni bos senggol dong,positif,87.0
alam merestui ikn dan allah meridhoi,positif,36.0
amang presiden joko widodo tou indonesia pakakamangen waya cita ulit,positif,68.0
kuota agustus besok lebih banyak dong,positif,37.0
ibu kota nenen,positif,14.0
terlepas dr kontroversinya aku bangga bgt liat anak negri bisa bikin kayak gini,positif,79.0
indah banget cok berasa kayak di eropa,positif,38.0
indah sekali,positif,12.0
mantab,positif,6.0
penghasilan negara akan bertambah,positif,33.0
ini bagus banget cok vibes kek diluar negri,positif,43.0
indonesia akn gagah dn tdk dipandang rendah negara lain,positif,55.0
cantik banget ayo pindah kesana jualan bakso dan es pasti laku,positif,62.0
ternyata negara gw kaya ya,positif,26.0
tapi ini kan untuk pejabat yg punya kuasa,positif,41.0
kelak yg kerja cerita ke cucunya dulu kakek loh yg ngelas tiang bendera ikn bangga sekali pastinya,positif,98.0
kebayang besok ngerek benderanya berapa lama ya kudu pake indonesia raya stanza kayaknya,positif,88.0
maha karya pling luar biasa pak jokowi jozz,positif,43.0
pasti ikn akan disorot dunia dan pak jokowi semakin harum namanya dimata orang orang baik dan positif,positif,101.0
backsound nya dayak bgt gak kerasa dayak jadi tuan rumah ikn sekarang,positif,69.0
kami warga kaltim akan menjaga ikn insyallah indonesia semakin maju dan berkembang salam putra asli paser kaltim,positif,112.0
fix tahun ini aku harus nginap dlu kermh mamak ya dkt ikn agustus berangkat „ biar tgl agustus liat upacara hehe,positif,112.0
ini yang namanya baru perubahan besarran menjadikan indonesia menjadi negara maju dan berkembang di bawah presiden jokowi presiden ke bangan rakyat indonesia,positif,157.0
klo diberikan umur panjang an nanti sy akan nonton depan tv tidak akan menghadiri acara an di kecamatan karena ini an terakhir bersama pak jokowi sy tidak akan melewatkan nya,positif,174.0
meter itu kaya taun kemerdekan ya taun,positif,38.0
tahun ini bisa merasakan agustus di daerahku yg biasanya cuma bisa liat di tv bisa liat pak jokowi langsung,positif,107.0
selamat kepada saudaraku dikalimantan nanti kalo ibu kota negara sdh pindah ke kalimantan jangan lupakan kami yg dijawa ya,positif,122.0
kalau saya jadi pekerja di ikn betapa bangganya karena ikut meorehkan sejarah indonesia baru,positif,92.0
kereenikn murni karya ank bngsa pak jokowi dn karyanya untk negri akn mnjdi sejarah dn dikenang olh sluruh rkyat indonesiadn dunia akn terkagumkagum dgn indonesiamntap ,positif,168.0
bangga gak sih mereka yg ikut andil dlam pembangunan ikn sya yg ikut doain aja bangga bngt loh,positif,94.0
baik ya di tempat baru pasti saudara di sana sangat baik sekali berjiwa kesatria pembeni,positif,88.0
hidup bangsa indonesia semakin besar dari sebelumnya dan semakin maju untuk berubah menjadi negara mandiri tanpa numpang bangunan bekas penjajah belanda,positif,152.0
smoga indonesia kelak menjadi negeri yg aman damai tenteram kuat dan bermartabat di mata bangsa di dunia amiin,positif,110.0
dan mereka semua pekerja akan bangga dan menceritakan bahwa sanya mereka tlah membuat ibukota baru indonesiaketika sudah tua nantiini sejarah dan tak kan pernah hilang pasti dikenang,positif,182.0
yang kerja di sana punya kebanggan yg luar biasa untuk di ceritakan sampai ke berpa generasi ntinya,positif,99.0
menyala presidenku kebetulan yg ngerjain tiang nya tmpat ku krjs,positif,64.0
semoga indonesia ku terap jaya makmur n sentosa ,positif,48.0
kebanggan para pekerja bisa mengukir sejarah di ikn,positif,51.0
sebuah simbol dimana tahun tahun kemerdekan indonesiasebuah sejarah yg sedang diukir oleh para pekerja disanaterima kasih pak jokowi indonesia semakin maju tanpa meninggalkan sisi sejarahnya,positif,190.0
keren iknsemoga kita sebagai warga ikn bisa melihat dari dekat upacara tgl agustus nanti berharap,positif,97.0
dan tgl agustus itu sy akan menjadi salah satu peserta yg mengikuti upacara tsb biiznillah,positif,90.0
bisa jd bagian dri pembangunan ikn bagus bgt suatu hari nnti bisa jd cerita buat anak cucu,positif,90.0
walaupun saya di sumatra dan kemungkinan tidak akan ke sana tapi saya bangga apakah ini yg di namakan nasionalisme,positif,114.0
ikut bangga menyaksikan pembangunan ikn mudahan suatu sat bisa berkunjung kesana,positif,80.0
buat pak jokowi dan jajaran,positif,27.0
serta seluruh pekerja di ikn yg gak pernah berhenti bergantian menuntaskan mimpi besar bangsa ini,positif,97.0
terima ksh,positif,10.0
sehat sehat para pekerja di sanakalian menjadi sejarah bangsa ini,positif,65.0
matur sembah nuwun pak presiden jokowi,positif,38.0
ketika indonesia berada di tangan yang tepat,positif,44.0
alhamdulillah bisa melihat langsung depan mata pemasangan tiang bendera nya—,positif,76.0
kok terharu yah dengar sound ama videonya akhirnya kita punya istana sendiri bukan peninggalan belanda,positif,102.0
turut bangga terima kasih pak jokowi tuhan memberkati bapak selalu,positif,66.0
semoga diberi kelancaran dan di beri kesehatan bg yg bekerjademi indonesia maju utk anak cucu ke depan,positif,102.0
allahu akbarberikan perlindungan kepada semua pekerja ikn ya allah,positif,66.0
cita cita pak shokarno ibu kota negara pindah di kalimantan telah terwujuddan di realisasikan oleh pak jokowikalian memang hebat,positif,128.0
ibu kota tercantik dengan istana garuda yang begitu megah dan gagahnya,positif,70.0
belum aja udah keliatan megahnya ,positif,33.0
sejarah baru akan segera dimulai indonesia harus hebat,positif,54.0
pengen lihat bulan agustus kek gimn,positif,35.0
betapa bangganya mereka para pekerja di ikn ikut andil dalam pembangunan ikn,positif,76.0
semoga dapat undangan untuk mengikuti upacara bendera di ikn nanti biar dari perwakilan apakah asal bisa menikmati indah dan kemegahannya di bumi halaman sendiri,positif,161.0
megah sekali,positif,12.0
hanya mrk yg hebat yg kan tercatat dalam sejarah alunan suara merdua nan indah sape telah menggema di dunia kan bercerita ttg presiden terbaik,positif,142.0
y allah semakin nyata keliatan ikn,positif,34.0
pengibar bendera agustus nanti pasti bangga menjadi generasi paskibraka nasional pertama yg mengibarkan bendera d nusantara,positif,123.0
berdoalah yang baik baik untuk,positif,30.0
nkri kita tercinta saudaraku,positif,28.0
kita semakin bangga dgn indonesia indonesia maju indonesia makmur aminnn,positif,72.0
mungkin biar ada cerita untuk cucucicit bahawa ikan hasil karya anak bangsa indonesia,positif,85.0
bakalan padet bandara dsana agustus ini,positif,39.0
hijaunya tu rumput,positif,18.0
jdi kepingin tinggal disana suasanya kayak adem gitu,positif,52.0
jayalah indonesia negeri kebangganku salam dari kalteng pangkalan bun kota manis hadir,positif,86.0
pengen rasanya ikut tapi apa daya belum mampu semoga saja ada rezeki biar bisa berkunjung kesanamin,positif,99.0
dan akan kuceritakan nanti kepada anak cucu qusejarah berdiri ikn,positif,65.0
terbaik memang indonesia maju,positif,29.0
kita patut ucapkan terima kasih kepada pekerjanyamereka bekerja tanpa rasa lelehdan ttp semangatagar bsa segera selesai pembangunan ikn biar bisa dipakai untuk upacara an nnti,positif,175.0
umur panjang aku ke kaltim bulan agustus semoga bisa lihat upacara di ikn,positif,73.0
instrumen sape sudah menyatu dgn suasana di ikn’,positif,49.0
semoga bisa lihat sejarah ibu kota pindah momen bersejarah dalam hidupku,positif,72.0
tiangnya kalau dikasih motif ukiran keren,positif,41.0
gedung ikn sangat luar biasa,positif,28.0
ya allah suara alunan musiknya sungguh indah tak bosan mendengarkan nya nusantara jaya,positif,86.0
mantap sudah terlihat megah walau belum,positif,39.0
masyallah merinding aku saking senangnnyabapak jokowi,positif,53.0
salam hormat untuk nusantara,positif,28.0
saya bangga dengan kepemimpinan pak jokowibekwrja dengan hatiindonesia memang diperhatikantanpa mengenal lelah dari sabang sampai maraukesehat terus ya pak,positif,155.0
yg jd paskibraka nya pasti bangga banget nih pertama kali nibarin bendera di ikn,positif,80.0
bangganya yg lolos paskibraka nasional,positif,38.0
yg sakit hati biarlah sakit hatiyg gembira nikmatilahktahuilah sampai kau melewati kelahiran pun tak akn kau temui manusia yg tanpa celatp sat ini hnya jokowi yg trbaik dr yg baik,positif,179.0
mang luar biasa ide nya mbah owiperdana upacara di istana negara ikn dan upacara terakhir yg dia pimpin sehat selalu pemimpin indonesia,positif,135.0
salut sama pekerja di sama mereka bagian dari sejarah di masa depan,positif,67.0
semoga para pekerja semuanya diajak upacara agustus nanti biar mereka bisa cerita ke anak cucunya klo ayah ibu dulu ikut upacara agustus pertama di ikn,positif,151.0
maju terus indonesiaku,positif,22.0
beliau adalah bapak pembangunan sekaligus pemeratan sandang pangan ,positif,69.0
jayalah negeriku selalu terdepan utk indonesia raya ,positif,52.0
masya alloh tabarakallah smg sehat smua pekerja yg ad d ikn amiin,positif,65.0
merinding gwah gk sabar liat momentum bersejarah upacara hut ri di ikn terima ksh pejuang pmbgn ikn,positif,99.0
sehat slalu smuanya,positif,19.0
masya allah bangga dgn semua anak bangsa yang membangun sekarang ini,positif,68.0
semoga lancar sampai selesai,positif,28.0
semoga nanti pas upacara bisa ke ikn,positif,36.0
bahagianya presidenku pak prabowo nanti untuk pertama x nya disana memimpin nkri,positif,80.0
salam dari jawa sodaraku yg di kalimantan saya ikut bangga,positif,58.0
semoga ikn menjadi kan kalimantan yang bermartabat di mata internasional salam sehat slalu presiden kita yang terbaik pak insinyur haji jokowi dodo,positif,147.0
mereka semua sedang mengukir sejarah negara kita,positif,48.0
benar benar indah surga nya ibukota,positif,35.0
hanya pak de jowi yg punya akal pikiran positif yg tau bahwa indonesia ku,positif,73.0
bakal,positif,5.0
d lihat dari pergerakan pmbgunan ikn semua yg bekerja orang profesional luar biasa,positif,82.0
untung saya pilih prabowo,positif,25.0
kerja cerdas kerja target,positif,25.0
berwibawagagah garuda ku,positif,24.0
merdeka indonesia hebat mendunia tks bapak presiden joko widodo semoga lancar an pertama x,positif,90.0
anak negeri yg kompeten cerdas bersahaja terima kasih semuanya semoga diberi kelancaran,positif,87.0
alhamdulillah ya allohkita punya peradapan baru kota baru yg nantinya akan tertata dengan baiksemoga di lancarkan ya alloh amiin,positif,128.0
karya anak bangsa nh indonesia sebenarnya mampu kalau di pegang pejabat yang bener amanah,positif,89.0
wauuw,positif,5.0
sangat luar biasa ,positif,18.0
sangat penasaran ingin melihat upacara hut kemerdekan indonesia di ikn,positif,70.0
jokowi memang luar biasa,positif,24.0
sehat selalu pak jokowi tks atas keberaniannya untuk memindahkan ibukota negara dan menjadi indonesia sentrik ,positif,110.0
presiden terbaik dalam sejarah indonesia,positif,40.0
mantab hari raya kemerdekanya di ikn,positif,36.0
semangat indonesia ku,positif,21.0
satu kata keren ,positif,16.0
terimakasih pak jokowi nanti indonesia ibukota barupresiden barubersama indonesia maju,positif,86.0
mantapzz indonesia emas indonesia maju,positif,38.0
terimakasih buat leluhur dayak setempat,positif,39.0
lagu ini kalau diputar jam pagi di ikn untuk memecah keheningan hutan kalimantan mantep sekali,positif,94.0
¢ bakalan jdi upacara terakhir pak jokowi mimpin di agustus nanti sehat selalu pak jokowi,positif,89.0
kita doakansemoga ibukota indonesia yang barusegera rampung,positif,59.0
semoga impianku menjadi paskibraka nasional bisa tercapai ­ ­ ­,positif,63.0
megah sekali ikn baru kita,positif,26.0
masyallah cita pak jokowi upacara knegarand lngsungkn d ikn kn trwujud amiin y allah kunfayakun,positif,95.0
gasabarr agustus nantii pertama kali upacara di adakan di ikn,positif,61.0
mari berbenah oh indonesia ku,positif,29.0
majulah indonesiaku,positif,19.0
setelah pulang kerjadia akan bilang pada anaknyayah yg pancangkan tiang benderakelak nak kau yg kibarkan bendera merah putihnya,positif,127.0
semoga ikn terus berdiri tegak dan dipandang di duniamin,positif,56.0
rasa bangga dan haru atas keberhasilan indonesia dan dengan kepemimpinan bpk presiden jokowi ikn terwujud semoga allah swt melindungi bpk presiden jokowi dan keselamatan serta kesehatan amin,positif,190.0
marilah bersatu saudara semuademi kemajuan negara tercinta kitankri,positif,67.0
kota baruhidup baru dunia baruoh indonesiaku jaya selalu ­ ­ — menyala tanah airkumusiknya buat candu ­—,positif,104.0
alhamdulillah ya warga kalimantan banyak yang menerima adanya ikn yang gak menerima ikn malah dr luar kalimantan,positif,112.0
semoga cepat selesai pembangunan iknmajulah indonesiakujayalah selalu indonesia » » »,positif,89.0
aku stay juga di ikn karena jadi bagian dari pembangunan ikn habis sarapan liat ini mata aku berkacakaca »,positif,107.0
maju terus indonesiaku dari bumi kalimantan untuk indonesia,positif,59.0
jelas bangga banget yang pasukan pengibar bendera pertama di ikn,positif,64.0
semoga allah swt memberikan kesehatan dan keselamatan untuk kita semua amiin,positif,76.0
sampai bergetar denger berita inijayalah indonesiamajulah negeri ku,positif,67.0
masya allah keren kali,positif,22.0
berdebar hati ini moga ini tonggak indo bersatu padu maju krn tanah dan air suci seluruh indo tlh bersatu di ikn,positif,112.0
progresnya luar biasa,positif,21.0
mrs trharu n bangga smg dg pmidahan ibukota negara akan mnjdkan negara ni smkn brsatukuat makmur n adil,positif,103.0
gak kebayang gimana pas agustus nanti lebih keren pastinya,positif,58.0
luar biasa maha krya pak jokowi ini akan di kenang sepanjang masa,positif,65.0
presiden terbaik sepanjang sejarah semoga sehat selalu pak jokowi amiin ya allah indonesia mengukir sejarah nanti ku ceritakan ke anak cucuku punya presiden yg sgt hebat ,positif,170.0
aku penasaran banget liat lambang garuda yang besar itu,positif,55.0
alhamdulillah semoga lancar smua amiiin,positif,39.0
insya allah secepatnya,positif,22.0
bismillah mudahan lancar tepat waktu agustus dh bisa di tempati ,positif,64.0
semoga dilancarkan,positif,18.0
rumput nya bagus hijau,positif,22.0
luar biasa,positif,10.0
mereka lah selain mencari rezeki tpi mengukir sejarah dan berkeringat membangun ibu kota,positif,88.0
yok bisa semoga bangsa kita ini bisa menjadi negara maju,positif,56.0
aku kok merasa bangga ya,positif,24.0
semoga bisa ikut upacara agustus diikn,positif,38.0
berbanggalah seperti saya karena anak saya sudah tahun ikut bangun ikn per bulan x balik ke ke bali libur hari terbang lagi ke balik papan,positif,138.0
sehat selalu pak de saya masih percaya pade yang terbaik untuk negeri ini,positif,73.0
ikn mantap,positif,10.0
mudahan ini janji yg akan terwujud upacara agustus di ikn,positif,57.0
jadi bangga menjadi warga kalimantan timur,positif,42.0
kerenn pol,positif,10.0
kmi sekeluarga dri kalimantan mengucapkan terimakasih sebesarbesarnya kpda pa jokowi,positif,84.0
wah senangnya menjadi bagian bersejarah yang ikut pemasangan tiang bendera pasti mereka akan menceritakan kepada anak dan cucunya,positif,129.0
tidak perlu ikn untuk upacara semoga pembangunan selanjutnya lancar,positif,67.0
pengukir sejarah pastinya mempunyai tapakan yg akan dikenang anak cucu ktya itulah jokowi yg mempunyai tapakan ikn,positif,114.0
sejarah terbaru,positif,15.0
masyallahh bumi kalimantan bisa jadi ibu kota negara mau nangis bahagia bangett ya allah ­,positif,90.0
wah mantap ya saya dari muara teweh kalimantan tengah sangat senang melihat nya,positif,79.0
semoga tuhan selalu melancarkan semua,positif,37.0
kesejahteran rakyat,positif,19.0
secepat itu pembangunanya,positif,25.0
sangat bangga dengan kemajuan pesat indonesia,positif,45.0
indonesia itu kaya di tangan yg tepat,positif,37.0
aminrais mana amin rais,positif,23.0
dimana mana kerja nyata kerja baik itu menghasilkan untung bukan menghasilkan utang,positif,83.0
pak topik menyala,positif,17.0
entah kenapa ikn akan berdampak lebih maju indonesia atau justru sebaliknya karna sdh byak seluruh warga negara indonesia bersumbaksi membangun ikn,positif,147.0
semoga nkri tambah makmur,positif,25.0
boleh nda ya ikut upacara disana entah kenapa ada haru ada bahagia mengikuti pembangunan ikn smoga kita semua dilindungi yang maha kuasa semangat,positif,145.0
paskibra:ga sabar pgn cepet mengibarkan sang merah putih,positif,56.0
berdoa terus buat kelancaran pembangunan ikn,positif,44.0
semoga juga bisa ikut upacara perdana di ikn ,positif,46.0
presiden yg sangat patut dibanggakan untuk indonesia pak jokowi sehat selalu sekeluarga,positif,87.0
pt p nie bos,positif,12.0
luar biasasemoga lancar ya tuhan proses pembangunannya,positif,54.0
jokowii membuat sejarahh,positif,24.0
buat yg terbesar di dunia kejutan terbaru baru mantap tunjukan pd dunia,positif,71.0
presiden jokowi the best ,positif,25.0
wow kerreenn ikn,positif,16.0
ikn pusat pemerintahan indonesia maju ,positif,38.0
dengar musikx koq aku yg terharu yakhirx era br indonesia maju merata mulai terwujud,positif,84.0
terimakasih ya allah swt alhamdulillah masih bisa melihat progres nyata pembangunan ikn nusantara sangat bangga dan bahagia melihatnya,positif,134.0
kalimantanjagalah ikn untuk indonesia maju,positif,42.0
negara ku ikn ku yang megah,positif,27.0
indonesia maju siapa yang gak bangga negaranya semakin maju menuju indonesia emas,positif,81.0
indonesia maju bersama pak jokowi,positif,33.0
hanya bisa berkata kiranya semua yg bekerja dsna slalu diberi kekuatan kesehatan dlm menjalani setiap tugasnya masing¡,positif,118.0
slamat indonesia maju menuju kesejahteran yg lebih baik‹,positif,56.0
jokowi¡,positif,7.0
tetaplah semangat demi rakyat indonesia untuk menjadikan negara indonesia maju,positif,78.0
wajah ibukota indonesia di masa depan pokoknya top markotop,positif,59.0
salam utk pacar saya di tc kanpres sayap barat,positif,46.0
akan bersejarah untuk pengibar bendera di ikn thankyou pemerintah,positif,65.0
bakal momen bersejarah upacara agustus perdana di ikn,positif,53.0
semangat para tukang percayalah tanpa bantuan kalia proyek sebagus apapun di negeri kita ini kalo tiada kalian tidak bisa terbangun meskipun kadang ada asing tetaplah semangat menjadi negara kestuan,positif,198.0
merinding breee ibu kota nusantara seperti apa megah nya setelah selesai pembangunannya,positif,87.0
merdeka indonesiaku,positif,19.0
bangsa yang besar haruslah berwibawa di mata negara lain simbol ikn adalah lambang kewibawan bangsa indonesia tercinta,positif,118.0
tahun ini upacara agustus di ikn live ya,positif,40.0
pasti akan menjadi momen sejarah bgt bagi siapapun terlibat di upacara agustus di ikn mulai dari paski gbn dan semuanya,positif,119.0
semoga tahun ini saya bisa upacara agustus di istana negera,positif,59.0
mantap keren indonesia ku mangkin majudan disegani dunia amiin,positif,62.0
sy bangga yg tinggal di desa semoi kec sepaku akhirnya disa sy jd ibu kota negara,positif,81.0
bulan lgi upacara nasional agustus pindah ke ikn antara mimpi dan kenyatan ikn bisa terwujud trimakasih pak jokowi trimakasih para pkerja ikn,positif,141.0
presiden kerja nyata,positif,20.0
masya alloh tabarokalloh smg alloh selalu melindungi nkri,positif,57.0
indah banget cuuuy alam yg hijau berpadu dengan bangunan megah berwarna putih ,positif,78.0
subahanallah udah kepingin liat pengibaran bendera merah putih di ikn gimana meriah nya ya,positif,90.0
beruntung bgt paskibraka bakal jd sejarah,positif,41.0
karya anak bangsa,positif,17.0
pasti yg kerja dsna sangat bangga telah ada dalam bagian sejarah ikn,positif,68.0
smoga d lancarkn dn d mudahkn,positif,29.0
indonesia lbih baik lgi,positif,23.0
u kita dn generasi selanjutny,positif,29.0
semoga suatu hari nanti bisa kerja dn tinggal disana aminn,positif,58.0
jadi juga ibu kotanya di ikn keren,positif,34.0
alhamdullilah tiang bendera sudah terpasang kalimantan akan menjadi sejarah upacara bendera di ikn semoga lancar jaya allah pasti memberi kelancaran amin,positif,153.0
sampe merinding membayangkan betapa bangga yg upacara pertama dan mengibarkan pertama kali di ikn,positif,97.0
tukang las tiang bendera bakal bangga sampai tua,positif,48.0
subhanallah wabihamdihi x walhamdulillahi robil alamin,positif,54.0
semoga pembanguan ikn berjalan lancar dan sukses seperti yg diharapkan demi perkembangan bangsa indonesia,positif,105.0
asalamualaikum salam sehat selalu para pekerja di ikn selalu semangat para orang pintar dami untuk indonesia emas,positif,113.0
beruntung anak paskib pertama kali naikin benderanya,positif,52.0
ibu kota baru presiden baru,positif,27.0
pk jokowi sehat selalu jangan pernah lelah untuk memajukan indonesia,positif,68.0
smga dpt undgn bisa ikut upacara di ikn,positif,39.0
pt wika ikut serta,positif,18.0
tapera juga maju,positif,16.0
kasih pak jokowi#,positif,17.0
salam semoga pembangunannya berjalan dengan lancar sokses selalu indonesia ku,positif,77.0
joko widodo presiden kebanggan indonesia,positif,40.0
puji tuhan kiranya tuhan yang maha kuasa selalu memberkati pembangunan ikn dengan selamat selesai amin,positif,102.0
indah dan merdu sekali musiknya mengiringi video dan foto pembangunan ikn,positif,73.0
semoga indonesiaku semakin maju aman sejahtera semua rakyatnya,positif,62.0
slmat untuk kaltim agustus nntik akn bnyak pnjabat dn artis yg akn mngunjungi tmpat klian slm dari kalbar,positif,105.0
alhamdulillah gak sabar nunggu upacara hut ri di ikn³ aku cinta indonesia,positif,73.0
saya sangat suka,positif,16.0
amin,positif,4.0
nanti kan ku ceritakan disini dl hutannya luar biasa,positif,52.0
alhamdulillah januari lalu sudah ke ikn merinding rasanya membayangkan apel di sana,positif,83.0
gw pilih prabowo dan gibran,positif,27.0
selamat warga kaltim bangga menjadi warga negara indonesia semoga esok bisa berkunjung ke ikn,positif,93.0
mantap ikn di tanah dayak,positif,25.0
keren indonesia,positif,15.0
hormat grak,positif,11.0
masyak alloh,positif,12.0
semoga bisa buka usaha di ibukota baru,positif,38.0
aminn,positif,5.0
hoki bet nih yang bisa tembus sampek lolos paskibraka nasional,positif,62.0
mantap lancar jaya ikn,positif,22.0
menuju indonesia emas,positif,21.0
kiranya seluruh para pekerja yg siang malam dgn penuh semangat kerja yg tekun sll dlm perlindungan tuhan amin,positif,109.0
nuansa lagu dan tarian dari kaltim syahdu dan enak didengar nya,positif,63.0
mantap ,positif,7.0
jadi sejarah pribadi bagi para pekerja nya itunama mreka pasti akan tercatat dibuku sejarah,positif,91.0
bravo bravo bravo,positif,17.0
mantap indonesia ku,positif,19.0
semangat indonesia,positif,18.0
indonesia raya ikn ,positif,19.0
bangga sama pak jokowi,positif,22.0
alunan musiknya buat saya nangisyahdu sekali,positif,44.0
jokowi hebat,positif,12.0
jdi kota modern dan perpaduan alam mungkin in ibukota plg keren d dunia ibukota nusantara,positif,89.0
jaya terus indonesia ku,positif,23.0
cepet amat ya perasan baru kemaren salut sama pekerjannya,positif,57.0
gak sabar kiat upacara kemerdekan di ikn,positif,40.0
pengen punya rumah di ikn suatu sat nanti itu udah menjadi impianku sat ini,positif,75.0
semoga negri kita yg tercinta ini semakin maju ke depannya amiin,positif,64.0
indonesia emas,positif,14.0
upacara pertama dan trkhir pak jokowi d ikn,positif,43.0
terima kasih pak jokowi atas kado untuk anak cucu kami kelak sehat selalu panjang umur dan tetap semangat,positif,105.0
baca komen ya bikin haru ­ ­ ­,positif,30.0
semoga area dan sarana upacara kemerdekan ri bisa selesai tepat pada waktunya amiin ya rabsalam paskibra,positif,104.0
enak musiknya musik dayak seperti suara sapesuka dengerin waktu masih di kampung que,positif,84.0
smoga berjalan lancar hingga satnya nanti trimakasih presiden bpk jokowi,positif,72.0
jaya selalu,positif,11.0
luar biasa indonesiaku maju terus negriku,positif,41.0
berbanggalah saudaraku orang kalimantansetiap tahun akan ulang tahun indonesia akan di rayakan di sana,positif,102.0
hebat ini lah istana negara karya anak bangsaluar biasa,positif,55.0
jd g sabar nunggu an di ikn,positif,27.0
asyikk dpt spj,positif,14.0
terima kasih pak presiden,positif,25.0
allahu akbarjayalah negeriku bersama p prabowo subianto gibran rakabuming raka barokallah amiinn,positif,96.0
kerja cepat tapi dgn cermat supaya hasil tepat sesuai spek nya ,positif,63.0
masyallah semakin maju indonesia,positif,32.0
hanya melihat dari kejauhankami dari provinsi tetanggasalam dari kalbar,positif,71.0
terima kasih pak jokowi kau telah membuat indonesia lebih maju menuju indonesia emas harga mati,positif,95.0
muantap ikn eg,positif,14.0
masyallahhh sebagai warga kaltim terutama kami warga pusenang semoga sukses trus pembangunan di iknaminnn,positif,105.0
selamat kepada saudara kita yg ada di kalimantan jaga lah ibu kota negara kita dngn baik aman damai dan bersih kami sangat cemburu pada kalian tapi jika itu sdh jadi keputusan pak jokowi kami,positif,191.0
kerren borneo q menyala ikn,positif,27.0
terharu melihatnya jaya bangsaku tuhan senantiasa memberkati pemimpin bangsa ini,positif,80.0
sejarah baru segera dimulaisemoga indonesia semakin maju an terakhir pak jokowi sblm mengakhiri masa jabatan,positif,108.0
suami saya bilang dengan senang hati jika kelak di pindah tugaskan di ikn,positif,73.0
indonesia hebat,positif,15.0
masya allah ,positif,12.0
indonesia jaya,positif,14.0
anggota paskibraka agt akan menjadi sejarah pasukan pengibar bendera pertama kali nya di ikn,positif,92.0
jayalah nkriku,positif,14.0
masya allah tabarakallah ya allah jadikanlah ikn ini tempat yg baik untuk negara indonesia terima kasih para pekerja ikn telah bekerja keras untuk membangun ikn kalian juga luar biasa ,positif,187.0
keren?,positif,6.0
sangat indah kawan,positif,18.0
masyallah ikut bahagia walau aku ada di jawa moga kedepannya indonesia semakin jaya makmur sejahtera amiin ya rabal alamiin,positif,123.0
semangat sukses selalu kaltim menjadi ibukota baru songsong masa depan yg gemilang d generasi emas berjaya ,positif,107.0
kerennnnnn,positif,10.0
duh duh semoga tdk ada ap ya ckp mendokan yg terbaiksaia utk ikn,positif,64.0
semoga selalu berkelanjutan,positif,27.0
bangga sekali sebagai orang kalimantan ,positif,39.0
aku bangga punya mbh owi,positif,24.0
sehat trs y bapak akhirnya ibu kota jadi pindah damai dari blora jawa tengah,positif,76.0
maju terus indonesiaku sehat dan berkah selalu buat pak jokowi,positif,62.0
tar cari kerja di ibukota,positif,25.0
woww,positif,4.0
indonesiaku,positif,11.0
aku dayak bangga banget tks pak presiden ku pak jokowi sehat sllu sampai berakhir masa jabatan nt kami dayak merindukan bapak,positif,125.0
pokoknya semua konten ttg ikn ku like semua,positif,43.0
